"holder_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_s7q01","pp_s7q02","pp_s7q03","pp_s7q04","pp_s7q05","pp_s7q06","pp_s7q07","pp_s7q08","pp_s7q09","pp_s7q10_a","pp_s7q10_b","pp_s7q11","pp_s7q12","pp_s7q13","pp_s7q14","pp_s7q15","pp_s7q16"
"0411160140408501","04111601404085","04111601404",1,5705.552734375,4,11,16,14,4,85,1,1,1,,1,,2,6,1,,1,,2,,50,50,,
"0411160140408502","04111601404085","04111601404",1,5705.552734375,4,11,16,14,4,85,2,1,1,,1,,2,6,1,,3,,0,7,50,50,,
"0411160140408503","04111601404085","04111601404",1,5705.552734375,4,11,16,14,4,85,3,,,,,,,,,,,,,,,,,
"0411160140410201","04111601404102","04111601404",1,5705.552734375,4,11,16,14,4,102,1,1,1,,1,,1,,1,,1,,3,,50,50,,
"0411160140411801","04111601404118","04111601404",1,5705.552734375,4,11,16,14,4,118,1,1,2,7,1,,2,6,1,,5,,4,,,,,
"0411160140413401","04111601404134","04111601404",1,5705.552734375,4,11,16,14,4,134,1,1,1,,1,,2,6,1,,1,,3,,100,100,,
"0411160140415001","04111601404150","04111601404",1,5705.552734375,4,11,16,14,4,150,1,1,2,3,1,,2,6,1,,5,,2,,,,,
"0411180010201101","04111800102011","04111800102",0,2447.00122070313,4,11,18,1,2,11,1,1,2,1,2,4,2,1,1,,5,,2,,,,,
"0411180010202701","04111800102027","04111800102",0,2447.00122070313,4,11,18,1,2,27,1,1,2,6,2,4,2,1,1,,5,,0,6,,,,
"0411180010204301","04111800102043","04111800102",0,2447.00122070313,4,11,18,1,2,43,1,1,2,5,2,4,2,1,1,,5,,0,6,,,,
"0411180010205901","04111800102059","04111800102",0,2447.00122070313,4,11,18,1,2,59,1,1,2,4,2,4,2,1,1,,5,,1,2,,,,
"0411180010207501","04111800102075","04111800102",0,2447.00122070313,4,11,18,1,2,75,1,1,2,5,2,3,2,1,1,,5,,2,,,,,
"0411180010209101","04111800102091","04111800102",0,2447.00122070313,4,11,18,1,2,91,1,1,2,4,2,4,2,1,1,,5,,1,2,,,,
"0411180010210702","04111800102107","04111800102",0,2447.00122070313,4,11,18,1,2,107,2,1,2,1,2,4,2,1,1,,5,,2,,,,,
"0411180010212301","04111800102123","04111800102",0,2447.00122070313,4,11,18,1,2,123,1,1,2,5,2,1,2,1,1,,5,,2,,,,,
"0411180010213901","04111800102139","04111800102",0,2447.00122070313,4,11,18,1,2,139,1,2,2,1,2,1,2,1,1,,5,,2,,,,,
"0411180010215501","04111800102155","04111800102",0,2447.00122070313,4,11,18,1,2,155,1,1,2,1,2,4,2,1,1,,5,,2,,,,,
"0411180010217101","04111800102171","04111800102",0,2447.00122070313,4,11,18,1,2,171,1,1,2,4,2,4,2,1,1,,5,,2,,,,,
"0411180010218701","04111800102187","04111800102",0,2447.00122070313,4,11,18,1,2,187,1,1,2,7,2,4,2,1,1,,5,,2,,,,,
"0412060280100601","04120602801006","04120602801",1,3053.59228515625,4,12,6,28,1,6,1,2,2,1,2,1,2,2,2,1,,,,5,,,,
"0412060280102001","04120602801020","04120602801",1,3053.59228515625,4,12,6,28,1,20,1,2,2,1,2,1,2,2,2,1,5,,0,5,,,,
"0412060280102701","04120602801027","04120602801",1,3053.59228515625,4,12,6,28,1,27,1,2,2,1,2,1,2,2,2,2,5,,0,5,,,,
"0412060280104101","04120602801041","04120602801",1,3053.59228515625,4,12,6,28,1,41,1,2,2,1,2,1,2,1,2,2,5,,0,5,,,,
"0412060280104801","04120602801048","04120602801",1,3053.59228515625,4,12,6,28,1,48,1,2,2,1,2,1,2,2,2,1,5,5,0,7,,,,
"0412060280106901","04120602801069","04120602801",1,3053.59228515625,4,12,6,28,1,69,1,2,2,1,2,1,2,2,2,1,5,,0,5,,,,
"0412060280109001","04120602801090","04120602801",1,3053.59228515625,4,12,6,28,1,90,1,2,2,1,2,1,2,1,2,1,5,,0,5,,,,
"0412060280111101","04120602801111","04120602801",1,3053.59228515625,4,12,6,28,1,111,1,2,2,2,2,2,2,2,2,1,5,5,0,5,,,,
"0412060280113201","04120602801132","04120602801",1,3053.59228515625,4,12,6,28,1,132,1,2,2,1,2,1,2,1,2,1,5,5,0,5,,,,
"0412060280115301","04120602801153","04120602801",1,3053.59228515625,4,12,6,28,1,153,1,2,2,1,2,1,2,2,2,1,5,,0,5,,,,
"0412060280117401","04120602801174","04120602801",1,3053.59228515625,4,12,6,28,1,174,1,1,2,1,2,1,2,1,2,1,5,,0,5,,,,
"0412060280119501","04120602801195","04120602801",1,3053.59228515625,4,12,6,28,1,195,1,2,2,1,2,1,2,2,2,1,5,5,0,5,,,,
"0412110130100401","04121101301004","04121101301",1,3937.1806640625,4,12,11,13,1,4,1,2,1,,2,4,2,1,2,2,5,,,,,,,
"0412110130101901","04121101301019","04121101301",1,3937.1806640625,4,12,11,13,1,19,1,,,,2,4,2,1,2,2,,,,,,,,
"0412110130103601","04121101301036","04121101301",1,3937.1806640625,4,12,11,13,1,36,1,1,2,7,2,4,2,1,2,2,5,,2,,,,,
"0412110130105101","04121101301051","04121101301",1,3937.1806640625,4,12,11,13,1,51,1,1,2,7,2,4,2,1,2,2,5,,0,6,,,,
"0412110130106601","04121101301066","04121101301",1,3937.1806640625,4,12,11,13,1,66,1,,,,2,4,2,1,2,2,,,,,,,,
"0412110130108101","04121101301081","04121101301",1,3937.1806640625,4,12,11,13,1,81,1,,,,2,4,2,1,2,2,,,,,,,,
"0412110130109601","04121101301096","04121101301",1,3937.1806640625,4,12,11,13,1,96,1,1,2,7,2,4,2,1,2,2,5,,5,6,,,,
"0412110130111101","04121101301111","04121101301",1,3937.1806640625,4,12,11,13,1,111,1,1,2,7,2,4,2,1,2,2,5,,4,,,,,
"0412110130112601","04121101301126","04121101301",1,3937.1806640625,4,12,11,13,1,126,1,1,2,6,2,4,2,1,2,1,5,,1,2,,,,
"0412110130114101","04121101301141","04121101301",1,3937.1806640625,4,12,11,13,1,141,1,1,2,7,2,4,2,1,2,2,5,,2,,,,,
"0412160010100401","04121600101004","04121600101",1,4021.58935546875,4,12,16,1,1,4,1,2,2,7,2,4,2,1,2,1,5,5,0,5,,,,
"0412160010101601","04121600101016","04121600101",1,4021.58935546875,4,12,16,1,1,16,1,2,2,7,2,4,2,1,2,1,5,,1,5,0,0,0,0
"0412160010102901","04121600101029","04121600101",1,4021.58935546875,4,12,16,1,1,29,1,2,2,7,2,4,2,3,2,1,5,5,0,5,0,0,0,0
"0412160010104101","04121600101041","04121600101",1,4021.58935546875,4,12,16,1,1,41,1,,,,,,2,1,2,1,,,,,,,,
"0412160010105301","04121600101053","04121600101",1,4021.58935546875,4,12,16,1,1,53,1,,,,,,2,1,2,1,,,0,6,,,,
"0412160010106501","04121600101065","04121600101",1,4021.58935546875,4,12,16,1,1,65,1,2,1,,2,4,2,1,2,1,5,5,0,5,0,,,
"0412160010107801","04121600101078","04121600101",1,4021.58935546875,4,12,16,1,1,78,1,,,,,,2,1,2,1,,,,,,,,
"0412160010109101","04121600101091","04121600101",1,4021.58935546875,4,12,16,1,1,91,1,2,2,7,2,4,2,1,2,1,5,5,0,5,,,,
"0412160010110301","04121600101103","04121600101",1,4021.58935546875,4,12,16,1,1,103,1,2,2,7,2,4,2,1,2,1,5,5,0,5,,,,
"0412160010111501","04121600101115","04121600101",1,4021.58935546875,4,12,16,1,1,115,1,2,2,7,2,4,2,1,2,1,5,5,0,5,,,,
"0413020110300501","04130201103005","04130201103",1,5539.59423828125,4,13,2,11,3,5,1,1,1,,1,,2,4,1,,4,,0,1,100,50,50,
"0413020110303501","04130201103035","04130201103",1,5539.59423828125,4,13,2,11,3,35,1,1,1,,1,,2,4,1,,4,1,0,2,113,58,54,
"0413020110305601","04130201103056","04130201103",1,5539.59423828125,4,13,2,11,3,56,1,1,1,,1,,1,,1,,4,,1,2,200,50,50,
"0413020110307501","04130201103075","04130201103",1,5539.59423828125,4,13,2,11,3,75,1,1,1,,1,,2,4,2,2,4,,0,1,100,50,50,
"0413020110309301","04130201103093","04130201103",1,5539.59423828125,4,13,2,11,3,93,1,1,1,,1,,2,6,2,5,3,,0,6,15,7,7,
"0413020110311101","04130201103111","04130201103",1,5539.59423828125,4,13,2,11,3,111,1,1,1,,1,,1,,2,3,3,,0,5,5,2400,2640,
"0413020110312901","04130201103129","04130201103",1,5539.59423828125,4,13,2,11,3,129,1,1,1,,,,2,2,2,2,4,,1,2,100,50,50,
"0413020110314701","04130201103147","04130201103",1,5539.59423828125,4,13,2,11,3,147,1,1,1,,1,,2,6,1,,4,,1,2,100,50,50,
"0413020110316501","04130201103165","04130201103",1,5539.59423828125,4,13,2,11,3,165,1,1,1,,2,6,2,2,2,2,3,,0,5,5,2,2,
"0413020110318301","04130201103183","04130201103",1,5539.59423828125,4,13,2,11,3,183,1,1,1,,1,,1,,2,2,4,,2,,200,100,100,
"0413050010203101","04130500102031","04130500102",0,2800.24975585938,4,13,5,1,2,31,1,1,1,,1,,2,1,1,,3,,2,,50,,50,
"0413050010204901","04130500102049","04130500102",0,2800.24975585938,4,13,5,1,2,49,1,2,2,7,2,6,2,5,2,3,5,,0,5,,,,
"0413050010206701","04130500102067","04130500102",0,2800.24975585938,4,13,5,1,2,67,1,1,1,,2,6,2,6,1,,1,,2,,100,50,50,
"0413050010215701","04130500102157","04130500102",0,2800.24975585938,4,13,5,1,2,157,1,2,2,7,2,6,2,2,2,3,5,,0,7,,,,
"0413050010221101","04130500102211","04130500102",0,2800.24975585938,4,13,5,1,2,211,1,1,1,,2,6,2,6,2,5,3,,0,1,200,100,100,
"0413090100300401","04130901003004","04130901003",1,6689.67724609375,4,13,9,10,3,4,1,1,1,,1,,2,5,1,,2,,2,,200,100,100,200
"0413090100301401","04130901003014","04130901003",1,6689.67724609375,4,13,9,10,3,14,1,1,1,,2,2,2,2,1,,2,,2,,200,100,100,200
"0413090100301901","04130901003019","04130901003",1,6689.67724609375,4,13,9,10,3,19,1,1,1,,2,2,1,,1,,2,,2,,200,100,100,200
"0413090100302901","04130901003029","04130901003",1,6689.67724609375,4,13,9,10,3,29,1,1,1,,1,,1,,1,,1,,2,,150,50,100,150
"0413090100303401","04130901003034","04130901003",1,6689.67724609375,4,13,9,10,3,34,1,,,,,,,,,,,,,,,,,
"0413090100304901","04130901003049","04130901003",1,6689.67724609375,4,13,9,10,3,49,1,,,,,,,,,,,,,,,,,
"0413090100304902","04130901003049","04130901003",1,6689.67724609375,4,13,9,10,3,49,2,1,2,2,2,1,1,,2,2,,,1,2,,,,
"0413090100306401","04130901003064","04130901003",1,6689.67724609375,4,13,9,10,3,64,1,,,,,,,,,,,,,,,,,
"0413090100307901","04130901003079","04130901003",1,6689.67724609375,4,13,9,10,3,79,1,,,,,,,,,,,,,,,,,
"0413090100309401","04130901003094","04130901003",1,6689.67724609375,4,13,9,10,3,94,1,,,,,,,,,,,,,,,,,
"0413090100309402","04130901003094","04130901003",1,6689.67724609375,4,13,9,10,3,94,2,,,,,,,,,,,,,,,,,
"0413090100310901","04130901003109","04130901003",1,6689.67724609375,4,13,9,10,3,109,1,1,1,,2,2,1,,1,,1,,1,2,200,100,100,200
"0413090100310902","04130901003109","04130901003",1,6689.67724609375,4,13,9,10,3,109,2,1,1,,2,2,2,3,2,5,1,,1,2,10,5,5,10
"0413090100312401","04130901003124","04130901003",1,6689.67724609375,4,13,9,10,3,124,1,,,,,,,,,,,,,,,,,
"0413090100313901","04130901003139","04130901003",1,6689.67724609375,4,13,9,10,3,139,1,,,,,,,,,,,,,,,,,
"0414020270100201","04140202701002","04140202701",1,5001.94873046875,4,14,2,27,1,2,1,2,2,1,2,4,1,,2,1,1,,,1,,,,
"0414020270101201","04140202701012","04140202701",1,5001.94873046875,4,14,2,27,1,12,1,2,2,1,2,4,2,4,2,1,5,5,0,1,,,,
"0414020270101701","04140202701017","04140202701",1,5001.94873046875,4,14,2,27,1,17,1,2,2,5,1,,2,2,1,,5,5,0,1,,,,
"0414020270102701","04140202701027","04140202701",1,5001.94873046875,4,14,2,27,1,27,1,2,2,2,2,4,2,1,2,1,5,5,,1,,,,
"0414020270103201","04140202701032","04140202701",1,5001.94873046875,4,14,2,27,1,32,1,2,2,4,2,4,2,1,2,1,5,5,,1,,,,
"0414020270104701","04140202701047","04140202701",1,5001.94873046875,4,14,2,27,1,47,1,2,2,1,2,4,2,1,2,1,5,5,,5,,,,
"0414020270106201","04140202701062","04140202701",1,5001.94873046875,4,14,2,27,1,62,1,2,2,1,2,4,2,1,2,1,5,5,0,,,,,
"0414020270107701","04140202701077","04140202701",1,5001.94873046875,4,14,2,27,1,77,1,2,2,1,2,4,2,3,2,1,5,5,2,,,,,
"0414020270109201","04140202701092","04140202701",1,5001.94873046875,4,14,2,27,1,92,1,2,2,1,2,4,2,1,2,1,5,5,2,,,,,
"0414020270110701","04140202701107","04140202701",1,5001.94873046875,4,14,2,27,1,107,1,2,2,1,2,4,2,3,2,1,5,5,0,1,,,,
"0414020270112201","04140202701122","04140202701",1,5001.94873046875,4,14,2,27,1,122,1,2,2,4,2,4,2,4,2,1,5,5,1,2,,,,
"0414020270113701","04140202701137","04140202701",1,5001.94873046875,4,14,2,27,1,137,1,2,2,4,1,,2,4,1,,5,5,2,,0,0,0,0
"0414050190600301","04140501906003","04140501906",1,5141.66796875,4,14,5,19,6,3,1,2,2,6,2,3,2,3,2,2,5,,1,5,,,,
"0414050190601301","04140501906013","04140501906",1,5141.66796875,4,14,5,19,6,13,1,2,2,1,2,3,2,3,2,2,5,,0,5,,,,
"0414050190601801","04140501906018","04140501906",1,5141.66796875,4,14,5,19,6,18,1,2,2,4,2,4,2,3,2,2,5,,2,,,,,
"0414050190602801","04140501906028","04140501906",1,5141.66796875,4,14,5,19,6,28,1,2,2,2,2,3,2,3,2,2,5,,0,5,,,,
"0414050190603301","04140501906033","04140501906",1,5141.66796875,4,14,5,19,6,33,1,2,2,7,2,1,2,1,2,2,5,,2,,,,,
"0414050190604801","04140501906048","04140501906",1,5141.66796875,4,14,5,19,6,48,1,2,2,4,2,5,2,3,2,2,5,,4,,,,,
"0414050190606301","04140501906063","04140501906",1,5141.66796875,4,14,5,19,6,63,1,2,2,5,2,4,2,3,2,2,5,,,5,,,,
"0414050190607801","04140501906078","04140501906",1,5141.66796875,4,14,5,19,6,78,1,2,2,2,2,1,2,3,2,2,5,,0,5,,,,
"0414050190609301","04140501906093","04140501906",1,5141.66796875,4,14,5,19,6,93,1,2,2,1,2,2,2,3,2,2,5,,2,5,,,,
"0414050190610801","04140501906108","04140501906",1,5141.66796875,4,14,5,19,6,108,1,2,2,3,2,2,2,2,2,2,5,,0,6,,,,
"0414050190612301","04140501906123","04140501906",1,5141.66796875,4,14,5,19,6,123,1,2,2,3,2,1,2,1,2,2,5,,0,5,,,,
"0414050190613801","04140501906138","04140501906",1,5141.66796875,4,14,5,19,6,138,1,2,2,1,2,1,2,1,2,2,5,,1,,,,,
"0414090050100401","04140900501004","04140900501",1,3617.6953125,4,14,9,5,1,4,1,1,1,,2,6,2,1,2,2,1,2,2,6,50,50,,
"0414090050101901","04140900501019","04140900501",1,3617.6953125,4,14,9,5,1,19,1,1,2,2,2,5,2,1,2,2,,,,5,,,,
"0414090050103401","04140900501034","04140900501",1,3617.6953125,4,14,9,5,1,34,1,1,1,,2,6,2,1,1,,1,3,2,6,130,130,,
"0414090050105501","04140900501055","04140900501",1,3617.6953125,4,14,9,5,1,55,1,1,2,2,2,6,2,1,1,,,,1,6,,,,
"0414090050108101","04140900501081","04140900501",1,3617.6953125,4,14,9,5,1,81,1,1,2,2,2,6,2,1,1,,,,2,6,,,,
"0414090050110501","04140900501105","04140900501",1,3617.6953125,4,14,9,5,1,105,1,1,2,4,2,6,2,1,1,,,,4,6,,,,
"0414090050113601","04140900501136","04140900501",1,3617.6953125,4,14,9,5,1,136,1,1,2,7,2,6,2,1,1,,,,1,6,,,,
"0414090050115701","04140900501157","04140900501",1,3617.6953125,4,14,9,5,1,157,1,1,1,,2,6,2,1,1,,1,3,6,6,210,210,,
"0414090050117801","04140900501178","04140900501",1,3617.6953125,4,14,9,5,1,178,1,1,2,2,1,,2,2,2,2,,,0,6,,,,
"0417030190100501","04170301901005","04170301901",1,6326.068359375,4,17,3,19,1,5,1,1,1,,1,,2,5,1,,4,3,2,,364,242,122,
"0417030190100503","04170301901005","04170301901",1,6326.068359375,4,17,3,19,1,5,3,1,1,,1,,2,2,1,,4,,0,7,60,50,10,
"0417030190100504","04170301901005","04170301901",1,6326.068359375,4,17,3,19,1,5,4,,,,,,2,2,2,4,,,,,,,,
"0417030190102901","04170301901029","04170301901",1,6326.068359375,4,17,3,19,1,29,1,1,1,,1,,2,2,1,,4,,1,2,106,87,19,
"0417030190105301","04170301901053","04170301901",1,6326.068359375,4,17,3,19,1,53,1,1,1,,1,,1,,1,,4,,1,,14,8,6,
"0417030190107701","04170301901077","04170301901",1,6326.068359375,4,17,3,19,1,77,1,1,1,,2,2,2,2,2,4,4,,0,6,25,17,8,
"0417030190110101","04170301901101","04170301901",1,6326.068359375,4,17,3,19,1,101,1,1,1,,1,,2,1,1,,4,,2,,456,284,172,
"0417030190112501","04170301901125","04170301901",1,6326.068359375,4,17,3,19,1,125,1,1,1,,1,,1,,1,,4,,0,6,175,149,26,
"0417030190114901","04170301901149","04170301901",1,6326.068359375,4,17,3,19,1,149,1,1,1,,1,,2,1,1,,4,,1,2,66,63,3,
"0417030190117301","04170301901173","04170301901",1,6326.068359375,4,17,3,19,1,173,1,1,1,,1,,2,6,1,,4,,2,,220,198,22,
"0417030190119801","04170301901198","04170301901",1,6326.068359375,4,17,3,19,1,198,1,1,1,,1,,2,6,1,,3,,2,,197,197,,
"0417030190122301","04170301901223","04170301901",1,6326.068359375,4,17,3,19,1,223,1,1,1,,1,,2,1,1,,4,,3,,872,782,90,
"0417030190122302","04170301901223","04170301901",1,6326.068359375,4,17,3,19,1,223,2,1,1,,1,,2,1,1,,4,,0,7,50,50,,
"0417030190122303","04170301901223","04170301901",1,6326.068359375,4,17,3,19,1,223,3,1,1,,1,,2,1,1,,4,,0,7,50,50,,
"0417030190122304","04170301901223","04170301901",1,6326.068359375,4,17,3,19,1,223,4,,,,,,2,2,2,4,,,,,,,,
"0417070020400401","04170700204004","04170700204",1,9942.51171875,4,17,7,2,4,4,1,1,1,,1,,1,,1,,4,,1,3,50,50,,50
"0417070020401901","04170700204019","04170700204",1,9942.51171875,4,17,7,2,4,19,1,1,1,,1,,2,5,1,,4,,4,,50,50,,50
"0417070020403401","04170700204034","04170700204",1,9942.51171875,4,17,7,2,4,34,1,1,1,,1,,2,5,1,,4,,2,,86,86,,86
"0417070020404901","04170700204049","04170700204",1,9942.51171875,4,17,7,2,4,49,1,1,1,,1,,2,5,1,,3,4,1,3,62,62,,62
"0417070020406401","04170700204064","04170700204",1,9942.51171875,4,17,7,2,4,64,1,1,1,,1,,2,2,1,,4,,2,,41,41,,41
"0417070020408001","04170700204080","04170700204",1,9942.51171875,4,17,7,2,4,80,1,1,1,,1,,2,2,1,,4,3,2,,47,47,,47
"0417070020409601","04170700204096","04170700204",1,9942.51171875,4,17,7,2,4,96,1,1,1,,1,,1,,1,,3,4,2,,114,114,,114
"0417070020411101","04170700204111","04170700204",1,9942.51171875,4,17,7,2,4,111,1,1,1,,1,,2,2,1,,4,,2,,65,65,,65
"0417070020412601","04170700204126","04170700204",1,9942.51171875,4,17,7,2,4,126,1,1,1,,1,,2,4,1,,4,,2,,35,35,,35
"0417070020414101","04170700204141","04170700204",1,9942.51171875,4,17,7,2,4,141,1,1,1,,1,,2,5,1,,4,,0,1,40,40,,40
"0417120080700301","04171200807003","04171200807",1,7244.1953125,4,17,12,8,7,3,1,1,1,,2,5,2,3,2,2,3,,0,1,15,10,5,
"0417120080701301","04171200807013","04171200807",1,7244.1953125,4,17,12,8,7,13,1,1,1,,2,2,2,3,2,2,1,3,0,6,32,32,,
"0417120080701801","04171200807018","04171200807",1,7244.1953125,4,17,12,8,7,18,1,1,1,,2,2,2,2,2,2,1,3,1,2,50,50,,
"0417120080702801","04171200807028","04171200807",1,7244.1953125,4,17,12,8,7,28,1,1,1,,2,2,2,3,2,2,3,1,1,2,33,33,,
"0417120080703301","04171200807033","04171200807",1,7244.1953125,4,17,12,8,7,33,1,2,1,,2,2,2,3,2,2,3,,2,,29,29,,
"0417120080704801","04171200807048","04171200807",1,7244.1953125,4,17,12,8,7,48,1,1,1,,2,5,2,3,2,2,1,3,0,6,20,10,10,
"0417120080706301","04171200807063","04171200807",1,7244.1953125,4,17,12,8,7,63,1,1,1,,2,2,2,3,2,2,1,3,2,,100,100,,
"0417120080707801","04171200807078","04171200807",1,7244.1953125,4,17,12,8,7,78,1,1,1,,2,2,2,3,2,2,1,3,1,2,25,25,,
"0417120080709301","04171200807093","04171200807",1,7244.1953125,4,17,12,8,7,93,1,1,1,,2,2,2,3,2,2,3,,1,2,10,10,,
"0417120080710801","04171200807108","04171200807",1,7244.1953125,4,17,12,8,7,108,1,1,1,,2,2,2,3,1,,1,3,1,2,10,10,,
"0417120080712301","04171200807123","04171200807",1,7244.1953125,4,17,12,8,7,123,1,1,1,,2,2,2,3,1,,3,1,0,6,22,,22,
"0417120080713801","04171200807138","04171200807",1,7244.1953125,4,17,12,8,7,138,1,1,1,,2,2,2,3,2,2,3,,1,2,20,20,,
"0418030100400201","04180301004002","04180301004",1,4264.59423828125,4,18,3,10,4,2,1,2,2,2,2,1,1,,2,3,5,,2,,0,0,0,0
"0418030100401001","04180301004010","04180301004",1,4264.59423828125,4,18,3,10,4,10,1,2,1,,1,,2,4,1,,4,,0,1,0,12,6,18
"0418030100401002","04180301004010","04180301004",1,4264.59423828125,4,18,3,10,4,10,2,2,1,,1,,2,4,1,,4,,1,2,0,10,6,16
"0418030100401401","04180301004014","04180301004",1,4264.59423828125,4,18,3,10,4,14,1,1,1,,2,2,2,3,2,3,4,,1,2,20,10,10,0
"0418030100402201","04180301004022","04180301004",1,4264.59423828125,4,18,3,10,4,22,1,2,2,2,2,1,1,,2,3,5,,1,2,0,0,0,0
"0418030100402601","04180301004026","04180301004",1,4264.59423828125,4,18,3,10,4,26,1,2,1,,1,,2,3,1,,4,,2,,0,0,0,0
"0418030100403801","04180301004038","04180301004",1,4264.59423828125,4,18,3,10,4,38,1,2,1,,1,,2,3,1,,4,,,1,12,6,6,0
"0418030100405001","04180301004050","04180301004",1,4264.59423828125,4,18,3,10,4,50,1,2,2,1,2,1,2,4,2,3,5,,1,2,0,0,0,0
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,4,18,3,10,4,62,1,2,1,,1,,2,4,1,,4,,2,0,,5,4,9
"0418030100407401","04180301004074","04180301004",1,4264.59423828125,4,18,3,10,4,74,1,2,2,2,2,2,2,3,2,3,5,,2,,0,0,0,0
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,4,18,3,10,4,86,1,2,1,,1,,2,2,1,,4,,3,,0,12,6,18
"0418030100409801","04180301004098","04180301004",1,4264.59423828125,4,18,3,10,4,98,1,2,2,2,2,1,1,,2,3,5,,1,2,0,0,0,0
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,4,18,3,10,4,110,1,1,2,2,1,,1,,1,,5,,4,,0,0,0,0
"0418070110600201","04180701106002","04180701106",1,3374.58959960938,4,18,7,11,6,2,1,1,2,2,2,2,2,3,2,2,1,,0,6,0,0,0,0
"0418070110601601","04180701106016","04180701106",1,3374.58959960938,4,18,7,11,6,16,1,1,2,3,2,2,2,2,2,2,1,,0,6,0,0,0,0
"0418070110602301","04180701106023","04180701106",1,3374.58959960938,4,18,7,11,6,23,1,1,2,3,2,2,2,2,2,5,1,,0,6,0,0,0,0
"0418070110604401","04180701106044","04180701106",1,3374.58959960938,4,18,7,11,6,44,1,1,2,3,2,2,2,2,2,5,5,,1,2,0,0,0,0
"0418070110604402","04180701106044","04180701106",1,3374.58959960938,4,18,7,11,6,44,2,1,2,3,2,2,2,2,2,2,5,,,6,0,0,0,0
"0418070110606501","04180701106065","04180701106",1,3374.58959960938,4,18,7,11,6,65,1,1,1,,2,6,2,2,2,2,2,,0,6,0,0,25,0
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,4,18,7,11,6,86,1,1,1,,1,,1,,1,,2,,2,,,42,42,
"0418070110610701","04180701106107","04180701106",1,3374.58959960938,4,18,7,11,6,107,1,1,1,,2,3,2,3,2,2,2,,2,,0,12,12,0
"0418070110612801","04180701106128","04180701106",1,3374.58959960938,4,18,7,11,6,128,1,1,1,,1,,2,3,1,,2,,1,7,0,25,12,0
"0418070110615001","04180701106150","04180701106",1,3374.58959960938,4,18,7,11,6,150,1,1,1,,1,,2,3,1,,2,,1,2,0,12,12,0
"0418070110617101","04180701106171","04180701106",1,3374.58959960938,4,18,7,11,6,171,1,1,2,3,2,2,2,2,2,5,5,,0,6,0,0,0,0
"0418070110619201","04180701106192","04180701106",1,3374.58959960938,4,18,7,11,6,192,1,1,1,,2,2,2,3,2,2,2,,0,6,0,12,12,0
"0419010010300201","04190100103002","04190100103",1,2724.51025390625,4,19,1,1,3,2,1,1,1,,1,,1,,1,,4,,4,,0,350,225,575
"0419010010301201","04190100103012","04190100103",1,2724.51025390625,4,19,1,1,3,12,1,1,1,,1,,1,,1,,4,,2,,0,200,100,300
"0419010010301701","04190100103017","04190100103",1,2724.51025390625,4,19,1,1,3,17,1,1,1,,1,,1,,1,,4,,2,,,75,,75
"0419010010302701","04190100103027","04190100103",1,2724.51025390625,4,19,1,1,3,27,1,1,1,,1,,1,,1,,4,,2,,,75,25,100
"0419010010303201","04190100103032","04190100103",1,2724.51025390625,4,19,1,1,3,32,1,1,1,,1,,1,,1,,4,,2,,,150,50,200
"0419010010304701","04190100103047","04190100103",1,2724.51025390625,4,19,1,1,3,47,1,1,1,,1,,1,,1,,4,,0,7,0,50,50,100
"0419010010306201","04190100103062","04190100103",1,2724.51025390625,4,19,1,1,3,62,1,1,1,,1,,1,,1,,4,,2,,0,200,75,275
"0419010010307701","04190100103077","04190100103",1,2724.51025390625,4,19,1,1,3,77,1,1,1,,1,,1,,1,,4,,0,7,,75,50,125
"0419010010309201","04190100103092","04190100103",1,2724.51025390625,4,19,1,1,3,92,1,1,1,,1,,2,6,1,,4,,3,,,125,75,200
"0419010010310701","04190100103107","04190100103",1,2724.51025390625,4,19,1,1,3,107,1,2,2,7,2,5,2,4,1,,5,,0,6,,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,4,19,1,1,3,122,1,1,1,,2,1,1,,1,,4,,4,,,200,,200
"0419010010313701","04190100103137","04190100103",1,2724.51025390625,4,19,1,1,3,137,1,1,1,,1,,1,,1,,4,,3,,,100,50,150
"0419040010100301","04190400101003","04190400101",1,3333.2568359375,4,19,4,1,1,3,1,1,2,3,2,2,2,2,2,3,5,,0,6,0,0,0,
"0419040010101901","04190400101019","04190400101",1,3333.2568359375,4,19,4,1,1,19,1,1,1,,2,2,2,2,1,,4,3,1,7,36,25,11,0
"0419040010103401","04190400101034","04190400101",1,3333.2568359375,4,19,4,1,1,34,1,1,1,,1,,2,2,1,,4,,1,1,195,109,86,
"0419040010105001","04190400101050","04190400101",1,3333.2568359375,4,19,4,1,1,50,1,1,1,,1,,1,,1,,4,,2,,154,100,54,0
"0419040010105003","04190400101050","04190400101",1,3333.2568359375,4,19,4,1,1,50,3,1,2,7,2,5,2,2,1,,5,,0,6,0,0,0,0
"0419040010105004","04190400101050","04190400101",1,3333.2568359375,4,19,4,1,1,50,4,1,2,7,2,5,2,2,1,,5,,0,6,0,0,0,0
