holder_id,household_id,household_id2,ea_id,ea_id2,rural,pw2,saq01,saq02,saq03,saq04,saq05,saq06,pp_saq07,pp_s7q01,pp_s7q02,pp_s7q03,pp_s7q03_other,pp_s7q04,pp_s7q05,pp_s7q05_other,pp_s7q06,pp_s7q07,pp_s7q07_other,pp_s7q08,pp_s7q09,pp_s7q09_other,pp_s7q10_a,pp_s7q10_a_other,pp_s7q10_b,pp_s7q11,pp_s7q12,pp_s7q12_other,pp_s7q13,pp_s7q14,pp_s7q15,pp_s7q16a,pp_s7q16b,pp_s7q17,pp_s7q18_a,pp_s7q18_b,pp_s7q19,pp_s7q20_a,pp_s7q20_b,pp_s7q20_c,pp_s7q21,pp_s7q22,pp_s7q23_a,pp_s7q23_b,hh_saq01,hh_saq02,hh_saq03,hh_saq04,hh_saq05,hh_saq06,hh_saq07,hh_saq08
0104090030615501,,010409010100306155,,010409010100306,Large town (urban),1601.734375,Tigray,4,9,3,6,155,1,Yes,Yes,,,No,Lack of Adequate Crop Field,,Yes,,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,50,25,25,25,25,No,,,,,,,1,1,ye suk ngd slemtsera,,Tigray,4,9,1,1,3,6,155
0105010010501901,,010501020100105019,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,19,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Other (Specify),Using rented tractor,2800,1300,1500,1300,1500,Yes,Yekatit,2003,20,Terracing,Preparing water harvesting  pits,Tree planting,1,1,yebiet sra slemibezachew,yeakm manes,Tigray,5,1,2,1,1,5,19
0105010010505501,,010501020100105055,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,55,1,Yes,No,Lack of Money,,No,Lack of Money,,Yes,,,Yes,,,Never Used Fertilizer,,,0,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Yekatit,2002,20,Terracing,Preparing water harvesting  pits,Stone terracing,2,2,yebiet sra sle mibezachew,yeakm manes,Tigray,5,1,2,1,1,5,55
0105010010507901,,010501020100105079,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,79,1,Yes,Yes,,,No,Lack of Money,,Yes,,,Yes,,,Governement Organization,,,0,Other (Specify),Using rented tractor,150,100,50,100,50,Yes,Yekatit,1988,20,Terracing,Conservation activities,Preparing water harvesting  pits,1,1,yebiet sra sle mibezachew,akm manes,Tigray,5,1,2,1,1,5,79
0105010010510301,,010501020100105103,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,103,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Other (Specify),Using rented tractor,150,100,50,100,50,Yes,Yekatit,2003,20,Terracing,Conservation activities,Preparing water harvesting  pits,3,3,yebiet sra slemibezachew,akm manes,Tigray,5,1,2,1,1,5,103
0105010010511501,,010501020100105115,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,115,1,Yes,No,Skeptical of the Outcome,,No,Skeptical of the Outcome,,Yes,,,No,Does Not Yield Any Results,,Never Used Fertilizer,,,0,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Yekatit,2002,20,Conservation activities,Stone terracing,Preparing water harvesting  pits,2,2,yebiet sra slemibezachew,yeakm manes,Tigray,5,1,2,1,1,5,115
0105010010512701,,010501020100105127,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,127,1,Yes,No,Skeptical of the Outcome,,Yes,,,Yes,,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,Other (Specify),Using rented tractor,0,0,0,0,0,No,,,,,,,1,1,yebiet sra slemibezachew,,Tigray,5,1,2,1,1,5,127
0105010010513901,,010501020100105139,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,139,1,Yes,No,Lack of Money,,No,Lack of Money,,Yes,,,Yes,,,Never Used Fertilizer,,,1,By Renting Ox,,0,0,0,0,0,Yes,Yekatit,2002,20,Terracing,Conservation activities,Preparing water harvesting  pits,1,1,sitwa abzagnaw keriw yebiet new,,Tigray,5,1,2,1,1,5,139
0105010010515101,,010501020100105151,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,151,1,Yes,No,Lack of Money,,No,Lack of Money,,Yes,,,Yes,,,Never Used Fertilizer,,,0,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Yekatit,2002,20,Terracing,Preparing water harvesting  pits,Conservation activities,1,1,abzagnaw sehw yebiet sra new,,Tigray,5,1,2,1,1,5,151
0105010010516301,,010501020100105163,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,163,1,Yes,No,High Price,,No,Skeptical of the Outcome,,Yes,,,No,Inadequate Services Provided,,Never Used Fertilizer,,,0,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Yekatit,2002,20,Terracing,Tree planting,Conservation activities,1,1,yebiet sra slemibezachew,,Tigray,5,1,2,1,1,5,163
0105010010517501,,010501020100105175,01050100105,010501020100105,Large town (urban),1909.621826171875,Tigray,5,1,1,5,175,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Money,,Yes,,,Yes,,,Never Used Fertilizer,,,0,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Yekatit,2002,20,Terracing,Terracing,Preparing water harvesting  pits,1,1,hmam mknyat,yebiet sra mebezat,Tigray,5,1,2,1,1,5,175
0105010010500501,01050100105005,010501088800105005,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,5,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Private Organization,,,0,Other (Specify),Using rented tractor,2000,1500,500,1500,500,Yes,Megabit,2005,40,Terracing,Conservation activities,,1,1,yebiet wust sra,beakababiw lmd,Tigray,5,1,8,88,1,5,5
0105010010503103,01050100105031,010501088800105031,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,31,3,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,0,Other (Specify),Using rented tractor,100,0,100,0,100,Yes,Megabit,2005,40,Terracing,Conservation activities,,1,,ye biet wust sra,beakababiew lmd,Tigray,5,1,8,88,1,5,31
0105010010503101,01050100105031,010501088800105031,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,31,1,Yes,Yes,,,Yes,,,No,Non-Availability of the Service,,Yes,,,Governement Organization,,,0,Other (Specify),Using rented tractor,150,100,50,100,50,Yes,Yekatit,2005,20,Terracing,Conservation activities,Preparing water harvesting  pits,1,1,yebiet sra sle mibezachew,akm alemenor,Tigray,5,1,8,88,1,5,31
0105010010503701,01050100105037,010501088800105037,01050100105,010501088800105,Rural,761.37939453125,Tigray,5,1,1,5,37,1,Yes,No,Lack of Money,,No,Lack of Adequate Crop Field,,No,Unable to Pay the Loan,,Yes,,,Never Used Fertilizer,,,,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Megabit,2001,40,Terracing,Conservation activities,,1,,,,Tigray,5,1,8,88,1,5,37
0105010010505302,01050100105053,010501088800105053,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,53,2,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,No,Unable to Pay the Loan,,Yes,,,Never Used Fertilizer,,,,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Megabit,2005,40,Terracing,Conservation activities,,2,,,,Tigray,5,1,8,88,1,5,53
0105010010507501,01050100105075,010501088800105075,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,75,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,Yes,,,Yes,,,Private Organization,,Governement Organization,0,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Megabit,2005,40,Terracing,Conservation activities,,1,1,yebiet wust sra,bakababiw lmd,Tigray,5,1,8,88,1,5,75
0105010010507701,01050100105077,010501088800105077,01050100105,010501088800105,Rural,761.37939453125,Tigray,5,1,1,5,77,1,Yes,No,Lack of Money,,No,Lack of Money,,No,Unable to Pay the Loan,,Yes,,,Never Used Fertilizer,,,0,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Megabit,2005,40,Terracing,Conservation activities,,1,1,yebiet wust sra sle mibezabat,yeakababiew lmd sle hone,Tigray,5,1,8,88,1,5,77
0105010010509101,01050100105091,010501088800105091,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,91,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,,Other (Specify),Using rented tractor,300,200,100,200,100,Yes,Megabit,2005,40,Terracing,Conservation activities,,1,1,yebiet wust sra,beakababiew lmd,Tigray,5,1,8,88,1,5,91
0105010010511001,01050100105110,010501088800105110,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,110,1,Yes,No,Lack of Money,,No,Lack of Adequate Crop Field,,Yes,,,Yes,,,Private Organization,,,0,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Megabit,2005,40,Terracing,Conservation activities,,1,,yebiet wust sra sle mibezbat,be akababiew lmd yelem,Tigray,5,1,8,88,1,5,110
0105010010513601,01050100105136,010501088800105136,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,136,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Private Organization,,,,Other (Specify),Using rented tractor,600,300,300,50,50,Yes,Megabit,2005,40,Terracing,Conservation activities,,1,1,yebiet wust sra slemibezabat,yeakababiew lmd,Tigray,5,1,8,88,1,5,136
0105010010515301,01050100105153,010501088800105153,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,153,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,Yes,,,Yes,,,Never Used Fertilizer,,,,Other (Specify),Using rented tractor,0,0,0,0,0,Yes,Megabit,2005,40,Terracing,Conservation activities,,1,,yebiet wust sra,ye akababiew lmd,Tigray,5,1,8,88,1,5,153
0105010010517401,01050100105174,010501088800105174,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,174,1,No,No,Lack of Money,,No,Other Specify,Ignorance,No,Other Specify,Because I don't need credit,No,Other Specify,I don't need the advisory services,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,5,1,8,88,1,5,174
0105010010520001,01050100105200,010501088800105200,01050100105,010501088800105,Rural,340.0132446289063,Tigray,5,1,1,5,200,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,No,Other Specify,Because I don't need credit,Yes,,,Private Organization,,,0,Other (Specify),Using rented tractor,0,0,0,0,0,No,,,,,,,1,1,yebiet sra sle mibeza,beakababiew lmd,Tigray,5,1,8,88,1,5,200
0105020020100405,01050200201004,010502088800201004,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,4,5,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,No,Non-Availability of the Service,,Yes,,,Never Used Fertilizer,,,2,,,0,0,0,0,0,Yes,Yekatit,2005,20,Stone terracing,Terracing,,5,5,be akababiew siet gbat lemegzat lmdu yeltem,,Tigray,5,2,8,88,2,1,4
0105020020102201,01050200201022,010502088800201022,01050200201,010502088800201,Rural,199.5539398193359,Tigray,5,2,2,1,22,1,No,No,Lack of Money,,No,Other Specify,Ignorance,No,Other Specify,Because I don't need credit,No,Other Specify,I don't need the advisory services,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,5,2,8,88,2,1,22
0105020020102701,01050200201027,010502088800201027,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,27,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,200,150,50,150,50,Yes,Yekatit,2005,25,Terracing,Stone terracing,,1,1,beakababiew yetelmede bahl,,Tigray,5,2,8,88,2,1,27
0105020020105701,01050200201057,010502088800201057,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,57,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,No,Non-Availability of the Service,,No,Non-Availability of the Service,,Never Used Fertilizer,,,1,By Pairing Mine with Someone's Ox,,0,0,0,0,0,Yes,Yekatit,2005,40,Terracing,Stone terracing,,1,1,,,Tigray,5,2,8,88,2,1,57
0105020020107801,01050200201078,010502088800201078,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,78,1,Yes,No,High Price,,No,Other Specify,Ignorance,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,0,0,0,0,0,Yes,Yekatit,2005,20,Terracing,Stone terracing,,1,1,be akababiew siet gbat aygezam altelemedem,,Tigray,5,2,8,88,2,1,78
0105020020109902,01050200201099,010502088800201099,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,99,2,Yes,Yes,,,Yes,,,No,Inadequate Service Provided,,No,Inadequate Services Provided,,Governement Organization,,,3,,,150,100,50,100,50,Yes,Yekatit,2005,20,Terracing,Preparing water harvesting  pits,,1,1,wend ayle siet lemegzat athiedm,,Tigray,5,2,8,88,2,1,99
0105020020112001,01050200201120,010502088800201120,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,120,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Private Organization,,,2,,,50,50,0,50,0,Yes,Yekatit,2005,30,Stone terracing,,,1,1,siet yebieteseb abal yelem,,Tigray,5,2,8,88,2,1,120
0105020020114201,01050200201142,010502088800201142,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,142,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,No,Inadequate Service Provided,,Yes,,,Never Used Fertilizer,,,0,By Renting Ox,,0,0,0,0,0,Yes,Yekatit,2005,20,Terracing,Stone terracing,,1,1,beakababiw siet andtgeza altelemdem,,Tigray,5,2,8,88,2,1,142
0105020020116301,01050200201163,010502088800201163,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,163,1,Yes,No,Skeptical of the Outcome,,No,Lack of Adequate Crop Field,,No,Non-Availability of the Service,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,0,0,0,0,0,Yes,Yekatit,2005,20,Terracing,Stone terracing,,1,1,BE AKABABIW SIET ANDATGEZA AYFEKEDM BEBAHL GUDAY,,Tigray,5,2,8,88,2,1,163
0105020020118401,01050200201184,010502088800201184,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,184,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,50,50,0,50,0,Yes,Yekatit,2005,20,Stone terracing,,,1,1,,,Tigray,5,2,8,88,2,1,184
0105020020120501,01050200201205,010502088800201205,01050200201,010502088800201,Rural,718.3942260742188,Tigray,5,2,2,1,205,1,Yes,No,Lack of Money,,No,Lack of Adequate Crop Field,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,2,,,0,0,0,0,0,Yes,Yekatit,2005,20,Terracing,Stone terracing,,1,1,be akababiew siet gbat lemegzat lmdu yelachewm,,Tigray,5,2,8,88,2,1,205
0105020071200201,01050200712002,010502088800712002,01050200712,010502088800712,Rural,437.4863891601563,Tigray,5,2,7,12,2,1,No,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Digging,,50,25,25,12,13,Yes,Yekatit,2005,30,Terracing,Preparing water harvesting  pits,,1,1,,,Tigray,5,2,8,88,7,12,2
0105020071202001,01050200712020,010502088800712020,01050200712,010502088800712,Rural,437.4863891601563,Tigray,5,2,7,12,20,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,200,100,100,100,100,Yes,Yekatit,2005,30,Terracing,Preparing water harvesting  pits,,1,1,betelemdo yewnd sra slemibal,yebiet wust sra sle mnsera,Tigray,5,2,8,88,7,12,20
0105020071203501,01050200712035,010502088800712035,01050200712,010502088800712,Rural,437.4863891601563,Tigray,5,2,7,12,35,1,Yes,Yes,,,No,Skeptical of the Outcome,,Yes,,,Yes,,,Governement Organization,,,0,By Renting Ox,,0,75,75,50,50,Yes,Yekatit,2005,30,Terracing,Preparing water harvesting  pits,,1,1,akm yelachwm teblo slemitamen,yebiet wust sra,Tigray,5,2,8,88,7,12,35
0105020071204001,01050200712040,010502088800712040,01050200712,010502088800712,Rural,940.2119750976563,Tigray,5,2,7,12,40,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,Yes,Yekatit,2005,30,Terracing,Preparing water harvesting  pits,,,,,,Tigray,5,2,8,88,7,12,40
0105020071205401,01050200712054,010502088800712054,01050200712,010502088800712,Rural,437.4863891601563,Tigray,5,2,7,12,54,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,25,25,50,50,Yes,Yekatit,2005,30,Terracing,Preparing water harvesting  pits,,1,1,betelemdo sietoch aychlum teblo sle mitamen,yebiet sra lesiet bcha teblo sle mitamen,Tigray,5,2,8,88,7,12,54
0105020071206401,01050200712064,010502088800712064,01050200712,010502088800712,Rural,437.4863891601563,Tigray,5,2,7,12,64,1,Yes,Yes,,,Yes,,,No,Does Not Yield Any Results,,Yes,,,Governement Organization,,,2,,,150,75,75,75,75,Yes,Yekatit,2005,30,Terracing,Preparing water harvesting  pits,,1,1,betelmedo sietoch aychlum sle mibal,yebiet sra le sietoch teblo sle mitamen,Tigray,5,2,8,88,7,12,64
0105020071207301,01050200712073,010502088800712073,01050200712,010502088800712,Rural,437.4863891601563,Tigray,5,2,7,12,73,1,Yes,Yes,,,Yes,,,No,Does Not Yield Any Results,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,Yes,Yekatit,2005,30,Terracing,Preparing water harvesting  pits,,1,1,betelemdo sitoch aychlum teblo sle mitamen,yebiet sra sle mibezachew,Tigray,5,2,8,88,7,12,73
0105020071209101,01050200712091,010502088800712091,01050200712,010502088800712,Rural,437.4863891601563,Tigray,5,2,7,12,91,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,No,Non-Availability of the Service,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,50,25,25,25,25,Yes,Yekatit,2005,30,Terracing,Preparing water harvesting  pits,,2,2,yebiet sra slalen,sietoch yewend sra lemesrat akm sllilen,Tigray,5,2,8,88,7,12,91
0105020071210001,01050200712100,010502088800712100,01050200712,010502088800712,Rural,437.4863891601563,Tigray,5,2,7,12,100,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,3,,,150,75,75,75,75,Yes,Yekatit,2005,30,Terracing,Preparing water harvesting  pits,,1,1,betelemdo sietoch aychlum teblo sle mitamen,yebiet sra sle mibezachew,Tigray,5,2,8,88,7,12,100
0105020071211001,01050200712110,010502088800712110,01050200712,010502088800712,Rural,437.4863891601563,Tigray,5,2,7,12,110,1,Yes,No,Lack of Money,,No,Lack of Money,,No,Unable to Pay the Loan,,Yes,,,Other (Specify),.,,1,Using Borrowed Oxen,,0,0,0,0,0,Yes,Yekatit,2005,15,Terracing,Preparing water harvesting  pits,,1,1,,,Tigray,5,2,8,88,7,12,110
0105020071213801,01050200712138,010502088800712138,01050200712,010502088800712,Rural,940.2119750976563,Tigray,5,2,7,12,138,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,5,2,8,88,7,12,138
0105020150300201,01050201503002,010502088801503002,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,2,1,Yes,No,Skeptical of the Outcome,,No,Ignorance,,No,Unable to Pay the Loan,,No,Ignorance,,Never Used Fertilizer,,,2,,,0,0,0,0,0,Yes,Yekatit,2005,40,Terracing,Road construction,Bridge construction,1,,mgb mabsel,lj mekabakeb,Tigray,5,2,8,88,15,3,2
0105020150301502,01050201503015,010502088801503015,01050201503,010502088801503,Rural,91.14556121826172,Tigray,5,2,15,3,15,2,Yes,No,Lack of Money,,No,Lack of Adequate Crop Field,,No,Unable to Pay the Loan,,No,Ignorance,,Never Used Fertilizer,,,1,By Pairing Mine with Someone's Ox,,0,0,0,0,0,No,,,,,,,1,,,,Tigray,5,2,8,88,15,3,15
0105020150302101,01050201503021,010502088801503021,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,21,1,Yes,No,Lack of Money,,No,Skeptical of the Outcome,,No,Unable to Pay the Loan,,No,Ignorance,,Never Used Fertilizer,,,1,By Pairing Mine with Someone's Ox,,0,0,0,0,0,No,,,,,,,1,0,lj menkabakeb,,Tigray,5,2,8,88,15,3,21
0105020150302601,01050201503026,010502088801503026,01050201503,010502088801503,Rural,91.14556121826172,Tigray,5,2,15,3,26,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Ignorance,,No,Unable to Pay the Loan,,No,Ignorance,,Never Used Fertilizer,,,2,,,0,0,0,0,0,Yes,Yekatit,2005,40,Terracing,Conservation activities,Road construction,1,,yebiet wust sra,,Tigray,5,2,8,88,15,3,26
0105020150304001,01050201503040,010502088801503040,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,40,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,3,,,50,25,25,25,25,No,,,,,,,1,1,akm sle lilachew,baabzagnaw wend slemmetew,Tigray,5,2,8,88,15,3,40
0105020150305801,01050201503058,010502088801503058,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,58,1,Yes,No,Lack of Money,,No,Ignorance,,No,Unable to Pay the Loan,,No,Ignorance,,Never Used Fertilizer,,,0,Digging,,0,0,0,0,0,Yes,Yekatit,2005,40,Terracing,Conservation activities,Road construction,2,,lmd yelem,,Tigray,5,2,8,88,15,3,58
0105020150307601,01050201503076,010502088801503076,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,76,1,Yes,No,Skeptical of the Outcome,,No,Ignorance,,No,Unable to Pay the Loan,,Yes,,,Never Used Fertilizer,,,2,,,0,0,0,0,0,Yes,Yekatit,2005,40,Terracing,Conservation activities,Road construction,1,,lmd sleliele,,Tigray,5,2,8,88,15,3,76
0105020150309401,01050201503094,010502088801503094,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,94,1,Yes,Yes,,,Yes,,,No,Other Specify,Because I don't need credit,Yes,,,Governement Organization,,,2,,,100,50,50,45,45,Yes,Yekatit,2006,40,Terracing,Road construction,Conservation activities,1,1,ayawukum,aychlum andiet yametalu,Tigray,5,2,8,88,15,3,94
0105020150311201,01050201503112,010502088801503112,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,112,1,Yes,No,Lack of Money,,No,Lack of Adequate Crop Field,,No,Unable to Pay the Loan,,No,Ignorance,,Governement Organization,,,0,Using Borrowed Oxen,,0,0,0,0,0,Yes,Yekatit,2005,40,Terracing,Tree planting,Bridge construction,1,1,aychlum,genzebe keyet yametalu,Tigray,5,2,8,88,15,3,112
0105020150313001,01050201503130,010502088801503130,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,130,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Ignorance,,No,Unable to Pay the Loan,,No,Ignorance,,Never Used Fertilizer,,,0,Using Borrowed Oxen,,0,0,0,0,0,Yes,Yekatit,2005,40,Terracing,Conservation activities,Road construction,1,,lmd slelile,,Tigray,5,2,8,88,15,3,130
0105020150314801,01050201503148,010502088801503148,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,148,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,1,By Renting Ox,,100,50,50,50,50,Yes,Yekatit,2005,40,Terracing,Conservation activities,Road construction,1,1,beabzagnaw wend sletelemede,genzeb keyet yametalu,Tigray,5,2,8,88,15,3,148
0105020150316701,01050201503167,010502088801503167,01050201503,010502088801503,Rural,1203.121337890625,Tigray,5,2,15,3,167,1,Yes,Yes,,,Yes,,,No,Other Specify,Because I don't need credit,No,Does Not Yield Any Results,,Governement Organization,,,2,,,106,53,53,53,53,Yes,Yekatit,2005,30,Terracing,Road construction,Bridge construction,1,1,akm slelachew,beabzagnaw wend sletelemede,Tigray,5,2,8,88,15,3,167
0105030150101101,01050301501011,010503088801501011,01050301501,010503088801501,Rural,3407.486083984375,Tigray,5,3,15,1,11,1,Yes,Yes,,,Yes,,,No,Inadequate Service Provided,,Yes,,,Governement Organization,,,2,,,0,8,5,5,10,Yes,Megabit,2005,40,Terracing,Conservation activities,Wire mesh (Gabiyon ),1,1,BEBAHLU MESERET SET ATGEZAM,AQM MANES,Tigray,5,3,8,88,15,1,11
0105030150106201,01050301501062,010503088801501062,01050301501,010503088801501,Rural,3407.486083984375,Tigray,5,3,15,1,62,1,Yes,No,Lack of Money,,No,Ignorance,,No,Inadequate Service Provided,,No,Ignorance,,Never Used Fertilizer,,,1,By Pairing Mine with Someone's Ox,,0,0,0,0,0,Yes,Megabit,2005,40,Terracing,Conservation activities,Wire mesh (Gabiyon ),1,1,AQM MANES,BAL YALAT SET ATGEZAM,Tigray,5,3,8,88,15,1,62
0105030150111401,01050301501114,010503088801501114,01050301501,010503088801501,Rural,3407.486083984375,Tigray,5,3,15,1,114,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,Yes,Megabit,2005,40,Terracing,Conservation activities,Wire mesh (Gabiyon ),1,1,YEAQM MANES,BEBAHLU YALTELEMEDE SLEHONE,Tigray,5,3,8,88,15,1,114
0105030150118301,01050301501183,010503088801501183,01050301501,010503088801501,Rural,3407.486083984375,Tigray,5,3,15,1,183,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,Yes,Megabit,2005,40,Terracing,Conservation activities,Wire mesh (Gabiyon ),1,1,BAL AYAL BET ATGEZAM,ANDE BAHL YETELEMEDE AYDELEM,Tigray,5,3,8,88,15,1,183
0105030150123601,01050301501236,010503088801501236,01050301501,010503088801501,Rural,3407.486083984375,Tigray,5,3,15,1,236,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,200,100,100,100,100,Yes,Megabit,2005,40,Terracing,Conservation activities,Wire mesh (Gabiyon ),1,1,AQM MANES,BEBAHLU YETELEMEDE AYDELEM,Tigray,5,3,8,88,15,1,236
0105030150130601,01050301501306,010503088801501306,01050301501,010503088801501,Rural,3407.486083984375,Tigray,5,3,15,1,306,1,Yes,No,Lack of Money,,No,Lack of Adequate Crop Field,,Yes,,,No,Ignorance,,Private Organization,,,0,By Renting Ox,,0,0,0,0,0,No,,,,,,,2,2,YEBET WST SRA SLEMIBEZA,BEAKEBABIW ALTELEMEDEM,Tigray,5,3,8,88,15,1,306
0105030150137201,01050301501372,010503088801501372,01050301501,010503088801501,Rural,3407.486083984375,Tigray,5,3,15,1,372,1,Yes,No,Lack of Money,,No,Skeptical of the Outcome,,Yes,,,Yes,,,Governement Organization,,Private Organization,1,By Renting Ox,,150,0,0,0,0,Yes,Megabit,2005,40,Terracing,Conservation activities,Wire mesh (Gabiyon ),1,1,YEAQM MANES,YEARSHA TESATAFI AYDELUM BEAKEBABIW,Tigray,5,3,8,88,15,1,372
